-0.586805705	-0.641934916
-0.170376787	-0.731362115
-0.786053033	-0.391847459
-0.623978876	-0.318493774
-0.550791283	-0.057223846
-0.281425578	-0.400698072
-0.129335167	-0.452847661
-0.340304178	-0.26584603
-0.965576888	-0.907064981
-0.961729519	-0.57324731
-0.315540185	-0.925396648
2.906795388	2.503627989
2.821723921	2.787581196
2.58794011	2.932971626
2.341881422	2.912042314
2.472609165	2.294937841
2.010912432	2.585982466
2.538988288	2.404687282
2.886154971	2.755947889
2.372129404	2.706065513
2.485349652	2.573840571
2.039236235	2.274094949
2.140843991	2.766469074
2.905988834	2.373599363
2.101442308	2.527661038
2.711996663	2.543856454
2.263981903	2.951576993
2.234275504	2.520416855
2.865942485	2.392779277
2.842901882	2.113233078
2.784161121	2.47284125
2.058589642	2.608066068
2.896372192	4.143049007
2.668700742	4.384645334
2.126316612	4.53259515
2.01879509	4.62439761
2.496166727	4.43991686
2.451650945	4.25110723
2.827981523	4.770630878
2.568228932	4.933225703
2.713886918	4.184317775
2.110875012	4.687667502
2.318139885	4.57346349
