-0.586806,-0.641935,1
-0.170377,-0.731362,1
-0.786053,-0.391847,1
-0.623979,-0.318494,1
-0.550791,-0.0572238,1
-0.281426,-0.400698,1
-0.129335,-0.452848,1
-0.340304,-0.265846,2
-0.965577,-0.907065,2
-0.96173,-0.573247,2
-0.31554,-0.925397,2
2.9068,2.50363,2
2.82172,2.78758,2
2.58794,2.93297,2
2.34188,2.91204,2
2.47261,2.29494,2
2.01091,2.58598,2
2.53899,2.40469,0
2.88615,2.75595,0
2.37213,2.70607,0
2.48535,2.57384,0
2.03924,2.27409,0
2.14084,2.76647,0
2.90599,2.3736,0
2.10144,2.52766,0
2.712,2.54386,0
2.26398,2.95158,0
2.23428,2.52042,0
2.86594,2.39278,0
2.8429,2.11323,0
2.78416,2.47284,0
2.05859,2.60807,0
2.89637,4.14305,0
2.6687,4.38465,0
2.12632,4.5326,0
2.0188,4.6244,0
2.49617,4.43992,2
2.45165,4.25111,2
2.82798,4.77063,2
2.56823,4.93323,2
2.71389,4.18432,2
2.11088,4.68767,2
2.31814,4.57346,2
