11.25,5.05,0
10.95,4.7,0
9.85,5.8,0
9.8,5.75,0
9.15,6.8,0
8.65,6.6,0
8.4,7.5,0
7.9,7.75,0
6.95,8.7,0
7.25,9.75,0
7.3,10.25,0
5.9,10.7,0
5.85,11.8,0
6.45,12.05,0
5.7,12.95,0
5.35,13.45,0
5.4,14.65,0
4.7,14.85,0
5.4,15.4,0
5.1,16.25,0
5.75,16.7,0
4.85,17.65,0
5,18,0
6.05,18,0
5.7,19.45,0
5.3,19.55,0
5.85,21.25,0
6.1,21.35,0
6.55,22.15,0
5.9,22.8,0
7.15,23.7,0
6.75,24.25,0
7.95,24.65,0
7.75,25.3,0
8.8,26.05,0
8.85,26.95,0
9.35,27.45,0
9.95,27.1,0
11.25,28.2,0
10.7,28.55,0
11.95,29.45,0
11.95,28.65,0
13.1,30.05,1
13.4,29.3,1
14.7,30.2,1
14.7,30.6,1
16.1,30.4,1
16.1,31.05,2
17.55,30.8,2
17.65,31.75,2
18.55,31.6,2
18.85,30.6,3
19.85,30.9,3
20.1,31.3,3
21.5,31.35,3
20.85,30.4,3
22.95,30.05,3
23.4,30.3,3
24.2,29.9,3
24.75,30,3
25.55,29.3,4
25.55,28.45,4
26.7,28.3,4
26.85,28.75,4
27.6,27.15,4
28.25,27.4,4
29.05,27,4
29.05,26.2,4
29.45,25.55,4
30.05,25.55,4
30.3,23.3,4
30.6,23.95,4
30.9,22.75,4
31,22.3,4
30.65,21.3,4
31.3,20.8,4
31.85,21.2,4
31.45,19.3,4
32.7,19.3,4
31.9,17.9,4
33.05,18.05,4
32.8,16.6,4
32.2,16.3,4
32.4,15.15,4
31.8,14.75,4
32.35,13.25,5
31.65,13.35,5
31.15,12.05,5
32,11.9,5
31.05,10.3,5
31.95,10.4,5
30.05,9.55,5
30.5,8.25,5
29.6,8.25,5
29.8,7.6,5
29,7.05,5
29,6.7,5
27.6,5.95,5
28.15,5.45,5
26.5,4.8,5
26.4,4.4,5
25.8,3.65,5
