31.95,7.95,0
31.15,7.3,0
30.45,6.65,0
29.7,6,0
28.9,5.55,0
28.05,5,1
27.2,4.55,2
26.35,4.15,3
25.4,3.85,4
24.6,3.6,5
23.6,3.3,6
22.75,3.15,7
21.85,3.05,8
20.9,3,8
20,2.9,8
19.1,3,8
18.2,3.2,8
17.3,3.25,8
16.55,3.5,8
15.7,3.7,8
14.85,4.1,8
14.15,4.4,8
13.4,4.75,8
12.7,5.2,9
12.05,5.65,9
11.45,6.15,9
10.9,6.65,10
10.3,7.25,11
9.7,7.85,12
9.35,8.35,12
8.9,9.05,13
8.55,9.65,14
8.15,10.35,14
7.95,10.95,14
7.75,11.7,14
7.55,12.35,14
7.45,13,14
7.35,13.75,14
7.3,14.35,14
7.35,14.95,14
7.35,15.75,14
7.55,16.35,14
7.7,16.95,14
7.8,17.55,15
8.05,18.15,16
8.3,18.75,16
8.65,19.3,16
8.9,19.85,16
9.3,20.3,16
9.65,20.8,16
10.2,21.25,16
10.6,21.65,16
11.1,22.15,16
11.55,22.45,16
11.95,22.7,16
12.55,23,16
13.05,23.2,16
13.45,23.4,16
14,23.55,16
14.55,23.6,16
15.1,23.75,16
15.7,23.75,16
16.15,23.85,16
16.7,23.8,16
17.15,23.75,16
17.75,23.75,16
18.2,23.6,16
18.65,23.5,16
19.1,23.35,16
19.6,23.15,17
20,22.95,17
20.4,22.7,17
20.7,22.55,17
21,22.15,17
21.45,21.95,17
21.75,21.55,17
22,21.25,17
22.25,21,17
22.5,20.7,17
22.65,20.35,17
22.75,20.05,17
22.9,19.65,17
23,19.35,17
23.1,19,17
23.15,18.65,17
23.2,18.25,17
23.2,18.05,17
23.2,17.8,17
23.1,17.45,17
23.05,17.15,17
22.9,16.9,17
22.85,16.6,17
22.7,16.4,17
22.6,16.2,17
22.55,16.05,17
22.4,15.95,17
22.35,15.8,17
22.2,15.65,17
22.15,15.55,17
22,15.4,17
21.9,15.3,17
21.85,15.25,17
21.75,15.15,17
21.65,15.05,17
21.55,15,17
21.5,14.9,17
19.35,31.65,18
20.35,31.45,18
21.35,31.1,18
22.25,30.9,18
23.2,30.45,18
23.95,30.05,18
24.9,29.65,19
25.6,29.05,20
26.35,28.5,21
27.15,27.9,22
27.75,27.35,23
28.3,26.6,24
28.95,25.85,25
29.5,25.15,26
29.95,24.45,27
30.4,23.7,27
30.6,22.9,27
30.9,22.1,27
31.25,21.3,27
31.35,20.55,27
31.5,19.7,27
31.55,18.9,27
31.65,18.15,27
31.6,17.35,27
31.45,16.55,28
31.3,15.8,28
31.15,15.05,29
30.9,14.35,30
30.6,13.65,31
30.3,13,32
29.9,12.3,33
29.5,11.75,34
29,11.15,35
28.5,10.6,36
28,10.1,37
27.55,9.65,38
26.9,9.1,8
26.25,8.8,8
25.7,8.4,8
25.15,8.05,8
24.5,7.75,8
23.9,7.65,8
23.15,7.4,8
22.5,7.3,8
21.9,7.1,8
21.25,7.05,8
20.5,7,8
19.9,6.95,8
19.25,7.05,8
18.75,7.1,8
18.05,7.25,8
17.5,7.35,8
16.9,7.6,8
16.35,7.8,8
15.8,8.05,8
15.4,8.35,8
14.9,8.7,8
14.45,8.9,8
13.95,9.3,8
13.6,9.65,8
13.25,10.1,8
12.95,10.55,8
12.65,10.9,8
12.35,11.4,8
12.2,11.75,16
11.95,12.2,16
11.8,12.65,16
11.75,13.05,16
11.55,13.6,16
11.55,14,16
11.55,14.35,16
11.55,14.7,16
11.6,15.25,16
11.65,15.7,16
11.8,16.05,16
11.85,16.5,16
12,16.75,16
12.15,17.2,16
12.3,17.6,16
12.55,17.85,16
12.8,18.05,16
13.1,18.4,16
13.3,18.6,16
13.55,18.85,16
13.8,19.05,16
14.15,19.25,16
14.45,19.5,16
14.85,19.55,16
15,19.7,16
15.25,19.7,16
15.55,19.85,16
15.95,19.9,16
16.2,19.9,16
16.55,19.9,16
16.85,19.9,16
17.2,19.9,16
17.4,19.8,16
17.65,19.75,16
17.8,19.7,16
18,19.6,16
18.2,19.55,16
3.9,9.6,39
3.55,10.65,39
3.35,11.4,39
3.1,12.35,39
3.1,13.25,39
3.05,14.15,40
3,15.1,41
3.1,16,42
3.2,16.85,43
3.45,17.75,44
3.7,18.7,45
3.95,19.55,46
4.35,20.25,47
4.7,21.1,48
5.15,21.8,49
5.6,22.5,50
6.2,23.3,51
6.8,23.85,52
7.35,24.45,53
8.05,24.95,16
8.8,25.45,16
9.5,26,16
10.2,26.35,16
10.9,26.75,16
11.7,27,16
12.45,27.25,16
13.3,27.6,16
14.05,27.6,16
14.7,27.75,16
15.55,27.75,16
16.4,27.75,16
17.1,27.75,16
17.9,27.75,16
18.55,27.7,16
19.35,27.6,16
20.1,27.35,16
20.7,27.1,16
21.45,26.8,17
22.05,26.5,17
22.7,26.15,17
23.35,25.65,17
23.8,25.3,17
24.3,24.85,17
24.75,24.35,17
25.25,23.95,17
25.65,23.45,17
26.05,23,17
26.2,22.3,17
26.6,21.8,17
26.75,21.25,17
27,20.7,17
27.15,20.15,17
27.15,19.6,17
27.35,19.1,17
27.35,18.45,17
27.4,18,17
27.3,17.4,17
27.15,16.9,17
27,16.4,17
27,15.9,17
26.75,15.35,17
26.55,14.85,17
26.3,14.45,17
25.95,14.1,17
25.75,13.7,17
25.35,13.3,17
25.05,12.95,17
24.8,12.7,17
24.4,12.45,17
24.05,12.2,17
23.55,11.85,17
23.2,11.65,17
22.75,11.4,17
22.3,11.3,17
21.9,11.1,17
21.45,11.05,17
21.1,11,17
20.7,10.95,8
